lensDB by rayfor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
lensName,vender,version,nominalFocalLength,nominalFNumber,efl,bfl,flangeDistance,totalLength,rearLength,filterThread,frontDiameter,rearDiameter,nominalImageCircleFull,nominalAngleOfViewFull,nominalImageCircleMax,nominalAngleOfViewMax
PLANAR_100_3.5,Carl Zeiss Oberkochen,Research_Synchro-Compur_0,100,3.5,,,,,,M67x0.75,,,,,120,62
PLANAR_135_3.5,Carl Zeiss Oberkochen,Research_Synchro-Compur_1_Old,135,3.5,,,,,,M58x0.75,,,,,170,64
PLANAR_135_3.5,Carl Zeiss Oberkochen,Research_Compur_1_TStar,135,3.5,,,,,,M67x0.75,,,,,180,67
SONNAR_180_4.8,Carl Zeiss Oberkochen,Research_Synchro-Compur_1_Old,180,4.8,,,138,,,M58x0.75,,,,,140,42
SONNAR_180_4.8,Carl Zeiss Oberkochen,Research_Compur_0_New,180,4.8,,,138,,,M67x0.75,,,,,140,42
SONNAR_250_5.6,Carl Zeiss Oberkochen,Research_Synchro-Compur_1,250,5.6,,,183,,,M77x0.75,,,,,185,
BIOGON_45_4.5,Carl Zeiss Oberkochen,Research_Synchro-Compur_0,45,4.5,,,,,,M67x0.75,,,,,100,95
BIOGON_53_4.5,Carl Zeiss Oberkochen,Research_Synchro-Compur_0,53,4.5,,,,,,M67x0.75,,,,,115,95
BIOGON_75_4.5,Carl Zeiss Oberkochen,Research_Synchro-Compur_0,75,4.5,,,,,,M95x1,,,,,165,95
HELIAR_150_4.5,Voigtlaender,Research_Synchro-Compur_1,150,4.5,,,,,,SlipOn42,,,166,58,,
HELIAR_180_4.5,Voigtlaender,Research_Compur_2,180,4.5,,,,,,SlipOn47,,,200,58,,
HELIAR_210_4.5,Voigtlaender,Research_Compound_3,210,4.5,,,,,,SlipOn57,,,233,58,,
HELIAR_240_4.5,Voigtlaender,Research_Compound_4,240,4.5,,,,,,SlipOn70,,,266,58,,
HELIAR_300_4.5,Voigtlaender,Research_Compound_5,300,4.5,,,,,,SlipOn85,,,250,45,,
HELIAR_360_4.5,Voigtlaender,Research_Barrel,360,4.5,,,,,,SlipOn98,,,300,45,,
HELIAR_420_4.5,Voigtlaender,Research_Barrel,420,4.5,,,,,,SlipOn116,,,350,45,,
HELIAR_480_4.5,Voigtlaender,Research_Barrel,480,4.5,,,,,,SlipOn128,,,400,45,,
UNIVERSAL-HELIAR_300_4.5,Voigtlaender,Research_Barrel,300,4.5,,,,,,SlipOn85,,,250,45,,
UNIVERSAL-HELIAR_360_4.5,Voigtlaender,Research_Barrel,360,4.5,,,,,,SlipOn98,,,300,45,,
UNIVERSAL-HELIAR_420_4.5,Voigtlaender,Research_Barrel,420,4.5,,,,,,SlipOn116,,,350,45,,
APO-LANTHAR_105_4.5,Voigtlaender,Research_Synchro-Compur_0,105,4.5,,,,,,SlipOn42,,,116,58,,
APO-LANTHAR_150_4.5,Voigtlaender,Research_Synchro-Compur_1,150,4.5,,,,,,SlipOn42,,,166,58,,
APO-LANTHAR_210_4.5,Voigtlaender,Research_Compound_3,210,4.5,,,,,,SlipOn57,,,233,58,,
APO-LANTHAR_300_4.5,Voigtlaender,Research_Compound_5,300,4.5,,,,,,SlipOn90,,,280,50,,
APO-SKOPAR_75_8,Voigtlaender,Research_Barrel,75,8,,,,,,SlipOn32,,,,,62,45
APO-SKOPAR_150_8,Voigtlaender,Research_Synchro-Compur_0,150,8,,,,,,SlipOn32,,,,,124,45
APO-SKOPAR_210_9,Voigtlaender,Research_Compound_3,210,9,,,,,,SlipOn50,,,,,174,45
APO-SKOPAR_300_9,Voigtlaender,Research_Compound_3,300,9,,,,,,SlipOn50,,,,,249,45
APO-SKOPAR_450_9,Voigtlaender,Research_Compound_4,450,9,,,,,,SlipOn68,,,,,373,45
APO-SKOPAR_600_9,Voigtlaender,Research_Barrel,600,9,,,,,,SlipOn94,,,,,497,45
APO-SKOPAR_750_9,Voigtlaender,Research_Barrel,750,9,,,,,,,,,,,621,45
ULTRAGON_115_5.5,Voigtlaender,Research_Compur_2,115,5.5,,,,,,SlipOn60,,,,,230,90
TELOMAR_180_5.5,Voigtlaender,Research_Synchro-Compur_1,180,5.5,,,,,,SlipOn42,,,,,107,33
TELOMAR_240_5.5,Voigtlaender,Research_Synchro-Compur_1,240,5.5,,,,,,SlipOn51,,,,,142,33
TELOMAR_360_5.5,Voigtlaender,Research_Compound_3,360,5.5,,,,,,SlipOn70,,,,,213,33
